Time,var1,var2 
22.98,0.912927,6.725175
22.99,0.927735,6.729366
23.0,0.942608,6.733583
23.01,0.957532,6.737828
23.02,0.972495,6.742098
23.03,0.987482,6.746395
23.04,1.002481,6.750716
23.05,1.017477,6.755063
23.06,1.032458,6.759434
23.07,1.047409,6.763829
23.08,1.062318,6.768248
23.09,1.077171,6.77269
23.1,1.091954,6.777155
23.11,1.106655,6.781642
23.12,1.12126,6.786151
23.13,1.135755,6.790681
23.14,1.150128,6.795232
23.15,1.164366,6.799804
23.16,1.178457,6.804396
23.17,1.192386,6.809007
23.18,1.206143,6.813637
23.19,1.219714,6.818286
23.2,1.233087,6.822953
23.21,1.246251,6.827638
23.22,1.259193,6.83234
23.23,1.271901,6.837059
23.24,1.284365,6.841794
23.25,1.296573,6.846545
23.26,1.308514,6.851311
23.27,1.320178,6.856092
23.28,1.331553,6.860888
23.29,1.34263,6.865697
23.3,1.353399,6.87052
23.31,1.36385,6.875356
23.32,1.373973,6.880204
23.33,1.383759,6.885065
23.34,1.393201,6.889936
23.35,1.402288,6.894819
23.36,1.411014,6.899712
23.37,1.419369,6.904616
23.38,1.427347,6.909529
23.39,1.434941,6.914451
23.4,1.442143,6.919381
23.41,1.448947,6.92432
23.42,1.455347,6.929266
23.43,1.461338,6.934219
23.44,1.466913,6.939179
23.45,1.472068,6.944144
23.46,1.476798,6.949116
23.47,1.481099,6.954092
23.48,1.484967,6.959073
23.49,1.488399,6.964059
23.5,1.491391,6.969047
23.51,1.493941,6.974039
23.52,1.496047,6.979034
23.53,1.497706,6.98403
23.54,1.498917,6.989028
23.55,1.499679,6.994028
23.56,1.499991,6.999028
23.57,1.499854,7.004028
23.58,1.499267,7.009027
23.59,1.49823,7.014026
23.6,1.496745,7.019023
23.61,1.494813,7.024018
23.62,1.492436,7.029011
23.63,1.489615,7.034001
23.64,1.486354,7.038988
23.65,1.482655,7.043971
23.66,1.478522,7.048949
23.67,1.473958,7.053922
23.68,1.468968,7.058891
23.69,1.463556,7.063853
23.7,1.457726,7.068808
23.71,1.451485,7.073757
23.72,1.444837,7.078699
23.73,1.437789,7.083633
23.74,1.430347,7.088558
23.75,1.422518,7.093474
23.76,1.414308,7.098381
23.77,1.405726,7.103279
23.78,1.396778,7.108166
23.79,1.387473,7.113042
23.8,1.37782,7.117907
23.81,1.367827,7.12276
23.82,1.357502,7.1276
23.83,1.346856,7.132428
23.84,1.335898,7.137243
23.85,1.324638,7.142044
23.86,1.313085,7.146831
23.87,1.30125,7.151603
23.88,1.289145,7.15636
23.89,1.276779,7.161101
23.9,1.264164,7.165826
23.91,1.251312,7.170535
23.92,1.238233,7.175227
23.93,1.22494,7.179901
23.94,1.211444,7.184557
23.95,1.197759,7.189194
23.96,1.183895,7.193813
23.97,1.169866,7.198412
23.98,1.155683,7.202992
23.99,1.141361,7.207551
24.0,1.126912,7.21209
24.01,1.112348,7.216607
24.02,1.097683,7.221102
24.03,1.08293,7.225576
24.04,1.068103,7.230027
24.05,1.053215,7.234454
24.06,1.038278,7.238859
24.07,1.023307,7.243239
24.08,1.008315,7.247596
24.09,0.993316,7.251927
24.1,0.978322,7.256233
24.11,0.963348,7.260514
24.12,0.948408,7.264769
24.13,0.933513,7.268997
24.14,0.918678,7.273198
24.15,0.903917,7.277372
24.16,0.889242,7.281518
24.17,0.874667,7.285636
24.18,0.860204,7.289726
24.19,0.845867,7.293786
24.2,0.831669,7.297817
24.21,0.817623,7.301818
24.22,0.80374,7.30579
24.23,0.790035,7.30973
24.24,0.776518,7.31364
24.25,0.763202,7.317518
24.26,0.7501,7.321364
24.27,0.737222,7.325179
24.28,0.724581,7.328961
24.29,0.712187,7.33271
24.3,0.700053,7.336425
24.31,0.688188,7.340107
24.32,0.676605,7.343755
24.33,0.665312,7.347369
24.34,0.65432,7.350948
24.35,0.64364,7.354492
24.36,0.63328,7.358
24.37,0.62325,7.361472
24.38,0.613559,7.364909
24.39,0.604217,7.368309
24.4,0.59523,7.371672
24.41,0.586607,7.374998
24.42,0.578357,7.378286
24.43,0.570486,7.381537
24.44,0.563001,7.384749
24.45,0.55591,7.387923
24.46,0.549218,7.391058
24.47,0.542933,7.394154
24.48,0.537058,7.397211
24.49,0.5316,7.400228
24.5,0.526564,7.403205
24.51,0.521953,7.406141
24.52,0.517773,7.409037
24.53,0.514027,7.411892
24.54,0.510718,7.414706
24.55,0.507849,7.417479
24.56,0.505424,7.420209
24.57,0.503443,7.422898
24.58,0.50191,7.425544
24.59,0.500824,7.428148
24.6,0.500188,7.430709
24.61,0.500002,7.433227
24.62,0.500265,7.435702
24.63,0.500979,7.438133
24.64,0.502141,7.44052
24.65,0.503751,7.442863
24.66,0.505808,7.445162
24.67,0.50831,7.447416
24.68,0.511254,7.449626
24.69,0.514638,7.45179
24.7,0.518459,7.45391
24.71,0.522713,7.455984
24.72,0.527397,7.458012
24.73,0.532506,7.459995
24.74,0.538036,7.461932
24.75,0.543982,7.463822
24.76,0.550337,7.465666
24.77,0.557098,7.467464
24.78,0.564257,7.469215
24.79,0.571808,7.470918
24.8,0.579745,7.472575
24.81,0.58806,7.474185
24.82,0.596745,7.475747
24.83,0.605794,7.477261
24.84,0.615197,7.478728
24.85,0.624947,7.480147
24.86,0.635034,7.481518
24.87,0.645449,7.482841
24.88,0.656184,7.484115
24.89,0.667228,7.485341
24.9,0.678571,7.486519
24.91,0.690204,7.487648
24.92,0.702115,7.488728
24.93,0.714295,7.489759
24.94,0.726731,7.490741
24.95,0.739414,7.491675
24.96,0.752331,7.492559
24.97,0.765471,7.493393
24.98,0.778822,7.494179
24.99,0.792372,7.494915
25.0,0.806109,7.495601
25.01,0.820021,7.496238
25.02,0.834094,7.496826
25.03,0.848317,7.497363
25.04,0.862676,7.497851
25.05,0.877159,7.498289
25.06,0.891752,7.498678
25.07,0.906443,7.499016
25.08,0.921218,7.499305
25.09,0.936064,7.499543
25.1,0.950967,7.499732
25.11,0.965915,7.499871
25.12,0.980893,7.499959
25.13,0.995888,7.499998
25.14,1.010887,7.499987
25.15,1.025877,7.499926
25.16,1.040843,7.499814
25.17,1.055772,7.499653
25.18,1.070651,7.499442
25.19,1.085466,7.499181
25.2,1.100205,7.498869
25.21,1.114853,7.498509
25.22,1.129398,7.498098
25.23,1.143827,7.497637
25.24,1.158126,7.497127
25.25,1.172283,7.496567
25.26,1.186285,7.495957
25.27,1.200119,7.495297
25.28,1.213773,7.494589
25.29,1.227235,7.49383
25.3,1.240492,7.493022
25.31,1.253533,7.492165
25.32,1.266345,7.491259
25.33,1.278918,7.490304
25.34,1.29124,7.489299
25.35,1.3033,7.488246
25.36,1.315087,7.487144
25.37,1.32659,7.485993
25.38,1.337799,7.484793
25.39,1.348705,7.483546
25.4,1.359296,7.482249
25.41,1.369564,7.480905
25.42,1.3795,7.479512
25.43,1.389094,7.478071
25.44,1.398338,7.476583
25.45,1.407224,7.475047
25.46,1.415743,7.473464
25.47,1.423888,7.471833
25.48,1.431651,7.470155
25.49,1.439026,7.468429
25.5,1.446006,7.466658
25.51,1.452584,7.464839
25.52,1.458756,7.462974
25.53,1.464514,7.461063
25.54,1.469854,7.459105
25.55,1.474772,7.457102
25.56,1.479262,7.455053
25.57,1.483321,7.452958
25.58,1.486945,7.450818
25.59,1.49013,7.448633
25.6,1.492875,7.446403
25.61,1.495176,7.444129
25.62,1.497032,7.44181
25.63,1.49844,7.439447
25.64,1.499399,7.43704
25.65,1.49991,7.434589
25.66,1.49997,7.432095
25.67,1.49958,7.429557
25.68,1.498741,7.426977
25.69,1.497453,7.424354
25.7,1.495717,7.421689
25.71,1.493535,7.418981
25.72,1.490909,7.416231
25.73,1.487842,7.41344
25.74,1.484335,7.410608
25.75,1.480392,7.407734
25.76,1.476017,7.40482
25.77,1.471214,7.401865
25.78,1.465986,7.39887
25.79,1.460339,7.395835
25.8,1.454278,7.39276
25.81,1.447809,7.389647
25.82,1.440936,7.386494
25.83,1.433666,7.383303
25.84,1.426006,7.380073
25.85,1.417963,7.376805
25.86,1.409543,7.3735
25.87,1.400755,7.370157
25.88,1.391606,7.366777
25.89,1.382105,7.363361
25.9,1.37226,7.359908
25.91,1.36208,7.356419
25.92,1.351574,7.352895
25.93,1.340752,7.349335
25.94,1.329623,7.345741
25.95,1.318198,7.342111
25.96,1.306486,7.338448
25.97,1.294498,7.334751
25.98,1.282245,7.33102
25.99,1.269739,7.327256
26.0,1.256989,7.32346
26.01,1.244008,7.319631
26.02,1.230808,7.31577
26.03,1.2174,7.311877
26.04,1.203796,7.307954
26.05,1.190009,7.303999
26.06,1.176051,7.300015
26.07,1.161935,7.296
26.08,1.147672,7.291955
26.09,1.133277,7.287882
26.1,1.118762,7.283779
26.11,1.10414,7.279649
26.12,1.089424,7.27549
26.13,1.074628,7.271303
26.14,1.059765,7.26709
26.15,1.044848,7.26285
26.16,1.02989,7.258583
26.17,1.014906,7.254291
26.18,0.999908,7.249973
26.19,0.98491,7.245631
26.2,0.969926,7.241264
26.21,0.954969,7.236872
26.22,0.940053,7.232457
26.23,0.92519,7.228019
26.24,0.910395,7.223558
26.25,0.89568,7.219074
26.26,0.881059,7.214569
26.27,0.866546,7.210042
26.28,0.852152,7.205494
26.29,0.837892,7.200926
26.3,0.823777,7.196337
26.31,0.809821,7.191729
26.32,0.796036,7.187102
26.33,0.782435,7.182456
26.34,0.769029,7.177791
26.35,0.755831,7.173109
26.36,0.742853,7.16841
26.37,0.730107,7.163694
26.38,0.717603,7.158961
26.39,0.705353,7.154213
26.4,0.693369,7.149449
26.41,0.681661,7.14467
26.42,0.670239,7.139877
26.43,0.659113,7.13507
26.44,0.648295,7.130249
26.45,0.637793,7.125415
26.46,0.627617,7.120569
26.47,0.617776,7.11571
26.48,0.608279,7.11084
26.49,0.599135,7.105959
26.5,0.590352,7.101068
26.51,0.581937,7.096166
26.52,0.573898,7.091254
26.53,0.566243,7.086334
26.54,0.558978,7.081405
26.55,0.55211,7.076468
26.56,0.545645,7.071523
26.57,0.539589,7.066571
26.58,0.533947,7.061612
26.59,0.528725,7.056647
26.6,0.523927,7.051676
26.61,0.519557,7.046701
26.62,0.51562,7.04172
26.63,0.512118,7.036736
26.64,0.509056,7.031747
26.65,0.506435,7.026756
26.66,0.504259,7.021762
26.67,0.502529,7.016766
26.68,0.501246,7.011768
26.69,0.500412,7.006769
26.7,0.500028,7.001769
26.71,0.500094,6.996769
26.72,0.50061,6.991769
26.73,0.501575,6.98677
26.74,0.502988,6.981773
26.75,0.504849,6.976777
26.76,0.507156,6.971784
26.77,0.509906,6.966793
26.78,0.513097,6.961806
26.79,0.516726,6.956823
26.8,0.520791,6.951844
26.81,0.525286,6.946869
26.82,0.530209,6.9419
26.83,0.535554,6.936937
26.84,0.541318,6.93198
26.85,0.547494,6.92703
26.86,0.554077,6.922088
26.87,0.561062,6.917153
26.88,0.568442,6.912226
26.89,0.57621,6.907308
26.9,0.584359,6.902399
26.91,0.592883,6.897501
26.92,0.601773,6.892612
26.93,0.611021,6.887734
26.94,0.620619,6.882868
26.95,0.630559,6.878013
26.96,0.640831,6.87317
26.97,0.651427,6.86834
26.98,0.662336,6.863523
26.99,0.673549,6.85872
27.0,0.685056,6.853931
27.01,0.696846,6.849156
27.02,0.708909,6.844397
27.03,0.721234,6.839653
27.04,0.73381,6.834925
27.05,0.746626,6.830214
27.06,0.759669,6.825519
27.07,0.772929,6.820842
27.08,0.786393,6.816184
27.09,0.800049,6.811543
27.1,0.813886,6.806921
27.11,0.827889,6.802319
27.12,0.842048,6.797736
27.13,0.856349,6.793174
27.14,0.870779,6.788632
27.15,0.885325,6.784111
27.16,0.899975,6.779612
27.17,0.914715,6.775135
27.18,0.929531,6.770681
27.19,0.944411,6.766249
27.2,0.95934,6.761841
27.21,0.974307,6.757457
27.22,0.989296,6.753096
27.23,1.004295,6.748761
27.24,1.019291,6.744451
27.25,1.034269,6.740166
27.26,1.049216,6.735907
27.27,1.064118,6.731675
27.28,1.078964,6.727469
27.29,1.093738,6.723291
27.3,1.108427,6.71914
27.31,1.123019,6.715018
27.32,1.137501,6.710924
27.33,1.151858,6.706859
27.34,1.166079,6.702823
27.35,1.180151,6.698817
27.36,1.19406,6.694841
27.37,1.207795,6.690895
27.38,1.221343,6.686981
27.39,1.234691,6.683098
27.4,1.247828,6.679246
27.41,1.260743,6.675427
27.42,1.273422,6.67164
27.43,1.285856,6.667885
27.44,1.298032,6.664164
27.45,1.30994,6.660477
27.46,1.32157,6.656824
27.47,1.33291,6.653204
27.48,1.34395,6.64962
27.49,1.35468,6.646071
27.5,1.365092,6.642557
27.51,1.375175,6.639078
27.52,1.38492,6.635636
27.53,1.394319,6.63223
27.54,1.403363,6.628861
27.55,1.412044,6.62553
27.56,1.420354,6.622235
27.57,1.428286,6.618978
27.58,1.435833,6.61576
27.59,1.442987,6.61258
27.6,1.449743,6.609438
27.61,1.456094,6.606336
27.62,1.462034,6.603273
27.63,1.467559,6.60025
27.64,1.472663,6.597267
27.65,1.477341,6.594324
27.66,1.48159,6.591421
27.67,1.485406,6.58856
27.68,1.488784,6.585739
27.69,1.491723,6.58296
27.7,1.49422,6.580223
27.71,1.496271,6.577527
27.72,1.497876,6.574874
27.73,1.499033,6.572264
27.74,1.499741,6.569696
27.75,1.499999,6.567171
27.76,1.499807,6.56469
27.77,1.499165,6.562252
27.78,1.498074,6.559858
27.79,1.496535,6.557507
27.8,1.494549,6.555201
27.81,1.492118,6.55294
27.82,1.489244,6.550723
27.83,1.48593,6.548551
27.84,1.482178,6.546425
27.85,1.477993,6.544343
27.86,1.473377,6.542308
27.87,1.468336,6.540318
27.88,1.462873,6.538374
27.89,1.456993,6.536476
27.9,1.450702,6.534624
27.91,1.444006,6.532819
27.92,1.436909,6.531061
27.93,1.42942,6.52935
27.94,1.421544,6.527685
27.95,1.413289,6.526068
27.96,1.404662,6.524499
27.97,1.395671,6.522977
27.98,1.386324,6.521502
27.99,1.376629,6.520076
28.0,1.366595,6.518697
28.01,1.356231,6.517367
28.02,1.345547,6.516084
28.03,1.334552,6.514851
28.04,1.323255,6.513665
28.05,1.311668,6.512529
28.06,1.2998,6.511441
28.07,1.287663,6.510402
28.08,1.275266,6.509412
28.09,1.262622,6.508471
28.1,1.249741,6.507579
28.11,1.236636,6.506736
28.12,1.223318,6.505943
28.13,1.209799,6.505199
28.14,1.196091,6.504505
28.15,1.182206,6.50386
28.16,1.168158,6.503265
28.17,1.153958,6.502719
28.18,1.13962,6.502223
28.19,1.125156,6.501777
28.2,1.110579,6.501381
28.21,1.095903,6.501034
28.22,1.08114,6.500738
28.23,1.066305,6.500491
28.24,1.05141,6.500295
28.25,1.036468,6.500148
28.26,1.021494,6.500051
28.27,1.006501,6.500005
28.28,0.991501,6.500008
28.29,0.976509,6.500061
28.3,0.961539,6.500165
28.31,0.946603,6.500318
28.32,0.931715,6.500521
28.33,0.916888,6.500774
28.34,0.902137,6.501078
28.35,0.887473,6.501431
28.36,0.872911,6.501834
28.37,0.858463,6.502286
28.38,0.844142,6.502789
28.39,0.829962,6.503341
28.4,0.815934,6.503943
28.41,0.802073,6.504594
28.42,0.788389,6.505295
28.43,0.774896,6.506046
28.44,0.761605,6.506846
28.45,0.748529,6.507695
28.46,0.73568,6.508593
28.47,0.723068,6.509541
28.48,0.710705,6.510537
28.49,0.698603,6.511583
28.5,0.686772,6.512677
28.51,0.675223,6.51382
28.52,0.663966,6.515012
28.53,0.653011,6.516252
28.54,0.642369,6.517541
28.55,0.632049,6.518878
28.56,0.62206,6.520263
28.57,0.612411,6.521696
28.58,0.60311,6.523177
28.59,0.594167,6.524705
28.6,0.585589,6.526281
28.61,0.577384,6.527904
28.62,0.56956,6.529575
28.63,0.562122,6.531293
28.64,0.555079,6.533057
28.65,0.548436,6.534868
28.66,0.5422,6.536726
28.67,0.536375,6.53863
28.68,0.530968,6.54058
28.69,0.525983,6.542576
28.7,0.521425,6.544618
28.71,0.517297,6.546705
28.72,0.513603,6.548838
28.73,0.510348,6.551016
28.74,0.507532,6.553239
28.75,0.505161,6.555506
28.76,0.503234,6.557818
28.77,0.501754,6.560174
28.78,0.500723,6.562574
28.79,0.500142,6.565018
28.8,0.50001,6.567505
28.81,0.500328,6.570036
28.82,0.501095,6.572609
28.83,0.502312,6.575225
28.84,0.503976,6.577884
28.85,0.506087,6.580585
28.86,0.508643,6.583328
28.87,0.51164,6.586113
28.88,0.515077,6.588938
28.89,0.518951,6.591806
28.9,0.523257,6.594713
28.91,0.527993,6.597662
28.92,0.533153,6.60065
28.93,0.538733,6.603679
28.94,0.544729,6.606747
28.95,0.551134,6.609855
28.96,0.557943,6.613001
28.97,0.56515,6.616187
28.98,0.572748,6.61941
28.99,0.580731,6.622672
29.0,0.589091,6.625971
29.01,0.597821,6.629308
29.02,0.606913,6.632682
29.03,0.616358,6.636093
29.04,0.626149,6.63954
29.05,0.636276,6.643023
29.06,0.646731,6.646541
29.07,0.657503,6.650095
29.08,0.668584,6.653685
29.09,0.679963,6.657308
29.1,0.69163,6.660966
29.11,0.703575,6.664658
29.12,0.715786,6.668384
29.13,0.728253,6.672142
29.14,0.740964,6.675934
29.15,0.753909,6.679757
29.16,0.767075,6.683613
29.17,0.780451,6.687501
29.18,0.794024,6.691419
29.19,0.807783,6.695369
29.2,0.821715,6.699349
29.21,0.835807,6.703359
29.22,0.850047,6.707399
29.23,0.864422,6.711468
29.24,0.878919,6.715565
29.25,0.893524,6.719692
29.26,0.908226,6.723846
29.27,0.92301,6.728028
29.28,0.937864,6.732237
29.29,0.952773,6.736473
29.3,0.967725,6.740735
29.31,0.982706,6.745023
29.32,0.997703,6.749337
29.33,1.012701,6.753676
29.34,1.027689,6.758039
29.35,1.042651,6.762427
29.36,1.057575,6.766838
29.37,1.072447,6.771273
29.38,1.087254,6.77573
29.39,1.101982,6.78021
29.4,1.116619,6.784712
29.41,1.13115,6.789236
29.42,1.145564,6.79378
29.43,1.159847,6.798345
29.44,1.173985,6.802931
29.45,1.187968,6.807536
29.46,1.201781,6.81216
29.47,1.215412,6.816803
29.48,1.22885,6.821465
29.49,1.242081,6.826144
29.5,1.255095,6.83084
29.51,1.267879,6.835554
29.52,1.280422,6.840284
29.53,1.292713,6.84503
29.54,1.30474,6.849791
29.55,1.316494,6.854568
29.56,1.327962,6.859359
29.57,1.339135,6.864164
29.58,1.350003,6.868983
29.59,1.360556,6.873814
29.6,1.370784,6.878659
29.61,1.380679,6.883515
29.62,1.390231,6.888383
29.63,1.399432,6.893263
29.64,1.408274,6.898153
29.65,1.416748,6.903053
29.66,1.424847,6.907963
29.67,1.432564,6.912882
29.68,1.439892,6.91781
29.69,1.446823,6.922746
29.7,1.453353,6.927689
29.71,1.459474,6.93264
29.72,1.465182,6.937598
29.73,1.470472,6.942562
29.74,1.475338,6.947532
29.75,1.479776,6.952507
29.76,1.483782,6.957486
29.77,1.487353,6.96247
29.78,1.490486,6.967458
29.79,1.493177,6.972449
29.8,1.495424,6.977443
29.81,1.497226,6.982439
29.82,1.49858,6.987436
29.83,1.499485,6.992435
29.84,1.499941,6.997435
29.85,1.499947,7.002435
29.86,1.499503,7.007435
29.87,1.498609,7.012434
29.88,1.497267,7.017431
29.89,1.495477,7.022427
29.9,1.493241,7.027421
29.91,1.490562,7.032412
29.92,1.487441,7.0374
29.93,1.483881,7.042384
29.94,1.479886,7.047364
29.95,1.475459,7.052339
29.96,1.470604,7.057309
29.97,1.465325,7.062273
29.98,1.459628,7.067231
29.99,1.453517,7.072182
30.0,1.446998,7.077126
30.01,1.440077,7.082062
30.02,1.43276,7.08699
30.03,1.425053,7.091909
30.04,1.416964,7.096819
30.05,1.408499,7.10172
30.06,1.399667,7.10661
30.07,1.390475,7.11149
30.08,1.380932,7.116358
30.09,1.371046,7.121215
30.1,1.360826,7.12606
30.11,1.350282,7.130892
30.12,1.339422,7.135711
30.13,1.328257,7.140516
30.14,1.316796,7.145308
30.15,1.30505,7.150084
30.16,1.29303,7.154846
30.17,1.280746,7.159593
30.18,1.268209,7.164323
30.19,1.255431,7.169037
30.2,1.242423,7.173734
30.21,1.229197,7.178414
30.22,1.215764,7.183076
30.23,1.202138,7.187719
30.24,1.188329,7.192344
30.25,1.174352,7.19695
30.26,1.160217,7.201535
30.27,1.145938,7.206101
30.28,1.131527,7.210646
30.29,1.116999,7.21517
30.3,1.102365,7.219673
30.31,1.087638,7.224153
30.32,1.072833,7.228611
30.33,1.057963,7.233047
30.34,1.04304,7.237459
30.35,1.028079,7.241847
30.36,1.013092,7.246211
30.37,0.998093,7.25055
30.38,0.983097,7.254865
30.39,0.968115,7.259153
30.4,0.953162,7.263416
30.41,0.938252,7.267653
30.42,0.923396,7.271863
30.43,0.90861,7.276045
30.44,0.893906,7.2802
30.45,0.879298,7.284327
30.46,0.864798,7.288426
30.47,0.85042,7.292496
30.48,0.836176,7.296536
30.49,0.82208,7.300547
30.5,0.808144,7.304528
30.51,0.79438,7.308478
30.52,0.780802,7.312398
30.53,0.767421,7.316286
30.54,0.754249,7.320143
30.55,0.741299,7.323967
30.56,0.728581,7.32776
30.57,0.716107,7.331519
30.58,0.703889,7.335245
30.59,0.691938,7.338938
30.6,0.680263,7.342597
30.61,0.668877,7.346222
30.62,0.657788,7.349812
30.63,0.647007,7.353367
30.64,0.636545,7.356886
30.65,0.626409,7.36037
30.66,0.616609,7.363818
30.67,0.607154,7.36723
30.68,0.598053,7.370605
30.69,0.589314,7.373942
30.7,0.580944,7.377243
30.71,0.572951,7.380505
30.72,0.565343,7.38373
30.73,0.558126,7.386916
30.74,0.551306,7.390064
30.75,0.54489,7.393172
30.76,0.538884,7.396242
30.77,0.533293,7.399271
30.78,0.528122,7.402261
30.79,0.523375,7.40521
30.8,0.519058,7.408119
30.81,0.515173,7.410987
30.82,0.511724,7.413814
30.83,0.508715,7.4166
30.84,0.506148,7.419344
30.85,0.504026,7.422046
30.86,0.50235,7.424706
30.87,0.501121,7.427323
30.88,0.500342,7.429898
30.89,0.500012,7.43243
30.9,0.500132,7.434918
30.91,0.500703,7.437363
30.92,0.501722,7.439764
30.93,0.50319,7.442121
30.94,0.505105,7.444434
30.95,0.507465,7.446703
30.96,0.510269,7.448927
30.97,0.513513,7.451106
30.98,0.517195,7.45324
30.99,0.521312,7.455328
31.0,0.525859,7.457371
31.01,0.530833,7.459368
31.02,0.536229,7.46132
31.03,0.542043,7.463225
31.04,0.548269,7.465084
31.05,0.554901,7.466896
31.06,0.561934,7.468662
31.07,0.569361,7.470381
31.08,0.577176,7.472053
31.09,0.585371,7.473677
31.1,0.593939,7.475254
31.11,0.602873,7.476784
31.12,0.612164,7.478266
31.13,0.621804,7.4797
31.14,0.631784,7.481087
31.15,0.642096,7.482425
31.16,0.65273,7.483715
31.17,0.663677,7.484956
31.18,0.674926,7.486149
31.19,0.686468,7.487293
31.2,0.698291,7.488389
31.21,0.710387,7.489436
31.22,0.722743,7.490434
31.23,0.735348,7.491383
31.24,0.748192,7.492282
31.25,0.761262,7.493133
31.26,0.774547,7.493934
31.27,0.788035,7.494686
31.28,0.801714,7.495388
31.29,0.815571,7.496041
31.3,0.829594,7.496644
31.31,0.843771,7.497198
31.32,0.858088,7.497701
31.33,0.872533,7.498155
31.34,0.887092,7.498559
31.35,0.901754,7.498914
31.36,0.916503,7.499218
31.37,0.931328,7.499473
31.38,0.946214,7.499677
31.39,0.961149,7.499832
31.4,0.976119,7.499937
31.41,0.991111,7.499991
31.42,1.00611,7.499996
31.43,1.021104,7.49995
31.44,1.036079,7.499855
31.45,1.051021,7.49971
31.46,1.065918,7.499514
31.47,1.080755,7.499269
31.48,1.095519,7.498974
31.49,1.110198,7.498629
31.5,1.124777,7.498234
31.51,1.139244,7.497789
31.52,1.153586,7.497295
31.53,1.16779,7.49675
31.54,1.181842,7.496156
31.55,1.195731,7.495513
31.56,1.209444,7.49482
31.57,1.222968,7.494077
31.58,1.236292,7.493285
31.59,1.249403,7.492444
31.6,1.262289,7.491553
31.61,1.27494,7.490613
31.62,1.287343,7.489625
31.63,1.299487,7.488587
31.64,1.311362,7.4875
31.65,1.322957,7.486365
31.66,1.334261,7.485181
31.67,1.345265,7.483948
31.68,1.355957,7.482667
31.69,1.366329,7.481338
31.7,1.376372,7.479961
31.71,1.386076,7.478536
31.72,1.395432,7.477062
31.73,1.404433,7.475542
31.74,1.413069,7.473973
31.75,1.421334,7.472357
31.76,1.42922,7.470694
31.77,1.436719,7.468984
31.78,1.443826,7.467227
31.79,1.450533,7.465423
31.8,1.456834,7.463573
31.81,1.462725,7.461676
31.82,1.468199,7.459734
31.83,1.473251,7.457745
31.84,1.477878,7.45571
31.85,1.482075,7.45363
31.86,1.485838,7.451505
31.87,1.489163,7.449334
31.88,1.492049,7.447118
31.89,1.494491,7.444858
31.9,1.496489,7.442553
31.91,1.49804,7.440204
31.92,1.499142,7.437811
31.93,1.499796,7.435374
31.94,1.499999,7.432894
31.95,1.499753,7.43037
31.96,1.499057,7.427804
31.97,1.497912,7.425194
31.98,1.496319,7.422542
31.99,1.494279,7.419848
32.0,1.491794,7.417112
32.01,1.488867,7.414334
32.02,1.485499,7.411514
32.03,1.481695,7.408654
32.04,1.477457,7.405752
32.05,1.47279,7.40281
32.06,1.467697,7.399828
32.07,1.462183,7.396806
32.08,1.456254,7.393744
32.09,1.449913,7.390643
32.1,1.443168,7.387502
32.11,1.436024,7.384323
32.12,1.428488,7.381106
32.13,1.420566,7.37785
32.14,1.412265,7.374557
32.15,1.403594,7.371226
32.16,1.394559,7.367858
32.17,1.385169,7.364453
32.18,1.375433,7.361012
32.19,1.365359,7.357535
32.2,1.354956,7.354021
32.21,1.344233,7.350473
32.22,1.333201,7.346889
32.23,1.321869,7.343271
32.24,1.310247,7.339619
32.25,1.298346,7.335932
32.26,1.286176,7.332212
32.27,1.273749,7.328459
32.28,1.261076,7.324673
32.29,1.248168,7.320854
32.3,1.235036,7.317003
32.31,1.221693,7.313121
32.32,1.20815,7.309207
32.33,1.19442,7.305262
32.34,1.180515,7.301287
32.35,1.166448,7.297282
32.36,1.15223,7.293247
32.37,1.137876,7.289182
32.38,1.123398,7.285089
32.39,1.108808,7.280967
32.4,1.094121,7.276817
32.41,1.079349,7.27264
32.42,1.064506,7.268435
32.43,1.049604,7.264203
32.44,1.034658,7.259945
32.45,1.019681,7.255661
32.46,1.004686,7.251352
32.47,0.989687,7.247017
32.48,0.974697,7.242657
32.49,0.95973,7.238274
32.5,0.944799,7.233866
32.51,0.929918,7.229435
32.52,0.915099,7.224981
32.53,0.900358,7.220505
32.54,0.885706,7.216006
32.55,0.871156,7.211486
32.56,0.856723,7.206945
32.57,0.842419,7.202383
32.58,0.828256,7.197801
32.59,0.814248,7.193199
32.6,0.800408,7.188578
32.61,0.786746,7.183938
32.62,0.773277,7.179279
32.63,0.760012,7.174603
32.64,0.746963,7.169909
32.65,0.734141,7.165198
32.66,0.721559,7.16047
32.67,0.709227,7.155727
32.68,0.697157,7.150968
32.69,0.685359,7.146194
32.7,0.673845,7.141405
32.71,0.662624,7.136602
32.72,0.651707,7.131786
32.73,0.641103,7.126956
32.74,0.630823,7.122114
32.75,0.620874,7.117259
32.76,0.611267,7.112393
32.77,0.602009,7.107515
32.78,0.59311,7.102627
32.79,0.584577,7.097728
32.8,0.576417,7.09282
32.81,0.568639,7.087902
32.82,0.561249,7.082976
32.83,0.554254,7.078041
32.84,0.54766,7.073098
32.85,0.541473,7.068149
32.86,0.535699,7.063192
32.87,0.530343,7.058229
32.88,0.525409,7.05326
32.89,0.520902,7.048286
32.9,0.516827,7.043307
32.91,0.513186,7.038324
32.92,0.509983,7.033337
32.93,0.507222,7.028346
32.94,0.504904,7.023353
32.95,0.503031,7.018357
32.96,0.501606,7.01336
